Image,model_name,Score
"3dgcqa-4k/latentnerf/a_profiterole,_filling,_creamy_style@20250923-122247",latentnerf,0.7
"3dgcqa-4k/latentnerf/a_toy_drum,_banging,_rhythmic_style@20250918-152152",latentnerf,0.8
"3dgcqa-4k/latentnerf/a_mocha,_swirling,_decadent_style@20250909-035419",latentnerf,0.3
"3dgcqa-4k/latentnerf/a_marbles,_rolling,_classic_style@20250918-092942",latentnerf,1.5
"3dgcqa-4k/latentnerf/a_lemongrass_stalk,_steeping,_Thai_style@20250909-152150",latentnerf,4.3
"3dgcqa-4k/latentnerf/a_vase,_spinning,_watercolor_style@20250912-042514",latentnerf,0.1
"3dgcqa-4k/latentnerf/a_lace_doily,_decorating,_delicate_style@20250912-032219",latentnerf,0.5
"3dgcqa-4k/latentnerf/a_soldering_iron,_welding,_delicate_style@20250910-014608",latentnerf,3.0
"3dgcqa-4k/latentnerf/a_robot_vacuum,_cleaning,_automated_style@20250923-153738",latentnerf,2.0
"3dgcqa-4k/latentnerf/a_tablecloth,_spreading,_rustic_style@20250910-204120",latentnerf,1.5
"3dgcqa-4k/latentnerf/a_rosemary_sprig,_roasting,_earthy_style@20250923-170111",latentnerf,0.7
"3dgcqa-4k/latentnerf/a_velvet_cushion,_softening,_plush_style@20250911-153131",latentnerf,0.8
"3dgcqa-4k/latentnerf/a_peacock,_displaying,_regal_style@20250911-044817",latentnerf,1.0
"3dgcqa-4k/latentnerf/a_smartphone,_ringing,_futuristic_style@20250919-210657",latentnerf,0.4
"3dgcqa-4k/latentnerf/a_seltzer,_bubbling,_refreshing_style@20251024-161632",latentnerf,0.0
"3dgcqa-4k/latentnerf/a_plate,_spinning,_minimalist_style@20250912-094350",latentnerf,0.4
"3dgcqa-4k/latentnerf/a_peppermint_tea,_steaming,_soothing_style@20250922-092712",latentnerf,3.6
"3dgcqa-4k/latentnerf/a_plunger,_plunging,_household_style@20250911-104232",latentnerf,2.1
"3dgcqa-4k/latentnerf/a_paprika_dust,_sprinkling,_bold_style@20250912-031149",latentnerf,0.0
"3dgcqa-4k/latentnerf/a_basil_leaf,_crushing,_fresh_style@20250922-070021",latentnerf,2.1
"3dgcqa-4k/latentnerf/a_macaron,_stacking,_chic_style@20250919-201513",latentnerf,2.8
"3dgcqa-4k/latentnerf/a_cappuccino,_frothing,_Italian_style@20250923-015343",latentnerf,0.4
"3dgcqa-4k/latentnerf/a_turban,_wrapping,_traditional_style@20250922-225650",latentnerf,3.0
"3dgcqa-4k/latentnerf/a_bonnet,_tying,_old-fashioned_style@20250923-061050",latentnerf,1.5
"3dgcqa-4k/latentnerf/a_protein_shake,_mixing,_athletic_style@20250912-120342",latentnerf,2.5
"3dgcqa-4k/latentnerf/a_chamomile_tea,_steeping,_calming_style@20250911-202904",latentnerf,1.5
"3dgcqa-4k/latentnerf/a_leopard_gecko,_shedding,_patterned_style@20250911-082142",latentnerf,3.9
"3dgcqa-4k/latentnerf/a_sword,_clashing,_medieval_style@20251024-161551",latentnerf,0.2
"3dgcqa-4k/latentnerf/a_toy_soldier,_marching,_military_style@20250919-181523",latentnerf,2.5
"3dgcqa-4k/latentnerf/a_compass_rose,_guiding,_navigational_style@20250912-103421",latentnerf,0.4
"3dgcqa-4k/latentnerf/a_skateboard,_skating,_street_style@20250918-095137",latentnerf,1.7
"3dgcqa-4k/latentnerf/a_beer_mug,_foaming,_hand-drawn_style@20251024-175746",latentnerf,1.4
"3dgcqa-4k/latentnerf/a_sundae,_melting,_neon_style@20250919-005946",latentnerf,0.8
"3dgcqa-4k/latentnerf/a_pie,_steaming,_homestyle@20250918-032957",latentnerf,0.6
"3dgcqa-4k/latentnerf/a_clove,_piercing,_intense_style@20250923-183028",latentnerf,1.2
"3dgcqa-4k/latentnerf/a_sash,_tying,_decorative_style@20250912-155508",latentnerf,0.0
"3dgcqa-4k/latentnerf/a_doormat,_wiping,welcome_style@20251024-183159",latentnerf,1.4
"3dgcqa-4k/latentnerf/a_pottery_wheel,_turning,_rustic_style@20250923-191320",latentnerf,1.5
"3dgcqa-4k/latentnerf/a_teddy_bear,_waving,_cartoon_style@20250923-131603",latentnerf,4.5
"3dgcqa-4k/latentnerf/a_gingerbread_house,_building,_festive_style@20250917-212259",latentnerf,2.0
"3dgcqa-4k/latentnerf/a_fidget_spinner,_spinning,_trendy_style@20250923-115515",latentnerf,1.3
"3dgcqa-4k/latentnerf/a_water_bottle,_splashing,_contemporary_style@20251024-165116",latentnerf,0.2
"3dgcqa-4k/latentnerf/a_budgie,_flying,_colorful_style@20250920-122824",latentnerf,3.5
"3dgcqa-4k/latentnerf/a_flag,_waving,_patriotic_style@20250923-004147",latentnerf,2.5
"3dgcqa-4k/latentnerf/a_trowel,_smoothing,_masonry_style@20250920-142630",latentnerf,2.5
"3dgcqa-4k/latentnerf/a_digital_camera,_capturing,_photography_style@20251024-190415",latentnerf,0.5
"3dgcqa-4k/latentnerf/a_teacup,_sipping,_elegant_style@20250911-060123",latentnerf,0.1
"3dgcqa-4k/latentnerf/a_nutmeg,_grating,_spicy_style@20250910-234024",latentnerf,0.2
"3dgcqa-4k/latentnerf/a_clamp,_holding,_mechanical_style@20250911-074025",latentnerf,0.9
"3dgcqa-4k/latentnerf/a_truffle,_coating,_decadent_style@20250917-222751",latentnerf,0.6
"3dgcqa-4k/latentnerf/a_quilt,_patching,_cozy_style@20250912-142831",latentnerf,0.7
"3dgcqa-4k/latentnerf/a_burlap_sack,_tying,_utilitarian_style@20250920-013032",latentnerf,1.0
"3dgcqa-4k/latentnerf/a_brooch,_clasping,_ornate_style@20250911-171344",latentnerf,1.7
"3dgcqa-4k/latentnerf/a_slinky,_stretching,_retro_style@20251024-154208",latentnerf,1.9
"3dgcqa-4k/latentnerf/a_fruit_tart,_arranging,_colorful_style@20250918-085749",latentnerf,0.4
"3dgcqa-4k/latentnerf/a_hot_chocolate,_steaming,_digital_art_style@20250919-072504",latentnerf,0.0
"3dgcqa-4k/latentnerf/a_yoga_mat,_rolling,_zen_style@20250922-214059",latentnerf,1.4
"3dgcqa-4k/latentnerf/a_teddy_bear,_cuddling,_timeless_style@20250923-053807",latentnerf,3.6
"3dgcqa-4k/latentnerf/a_chess_set,_strategizing,_classic_style@20250923-070048",latentnerf,1.2
"3dgcqa-4k/latentnerf/a_doorbell_camera,_watching,_security_style@20250919-160042",latentnerf,0.5
"3dgcqa-4k/latentnerf/a_trampoline,_bouncing,_energetic_style@20250922-195912",latentnerf,0.0
"3dgcqa-4k/latentnerf/a_drone,_flying,_high-tech_style@20250909-071759",latentnerf,3.7
"3dgcqa-4k/latentnerf/a_VR_headset,_immersing,_artistic_style@20251024-154252",latentnerf,0.3
"3dgcqa-4k/latentnerf/a_basket,_weaving,_functional_style@20250912-045932",latentnerf,0.4
"3dgcqa-4k/latentnerf/a_pepper,_grinding,_bold_style@20250921-232050",latentnerf,2.9
"3dgcqa-4k/latentnerf/a_cocktail,_shaking,_cubist_style@20250918-202325",latentnerf,0.5
"3dgcqa-4k/latentnerf/a_blanket,_folding,_vintage_style@20250922-035411",latentnerf,2.5
"3dgcqa-4k/latentnerf/a_cookie,_crumbling,_doodle_style@20250919-105137",latentnerf,0.0
"3dgcqa-4k/latentnerf/a_action_camera,_recording,_rugged_style@20250910-112309",latentnerf,1.2
"3dgcqa-4k/latentnerf/a_robot,_walking,_sci-fi_style@20250920-043253",latentnerf,1.0
"3dgcqa-4k/latentnerf/a_cummerbund,_adjusting,_formal_style@20250923-095704",latentnerf,0.4
"3dgcqa-4k/latentnerf/a_pavlova,_topping,_fluffy_style@20250923-003904",latentnerf,1.5
"3dgcqa-4k/latentnerf/a_turmeric_latte,_mixing,_golden_style@20250922-195912",latentnerf,3.3
"3dgcqa-4k/latentnerf/a_compass,_pointing,_adventure_style@20250912-171910",latentnerf,0.5
"3dgcqa-4k/latentnerf/a_coffee_machine,_brewing,_morning_style@20250922-031238",latentnerf,0.9
"3dgcqa-4k/latentnerf/a_LED_lamp,_illuminating,_bright_style@20250923-125740",latentnerf,0.0
"3dgcqa-4k/latentnerf/a_clove,_scenting,_warm_style@20251024-143450",latentnerf,1.3
"3dgcqa-4k/latentnerf/a_husky,_howling,_winter_style@20251024-143450",latentnerf,0.0
"3dgcqa-4k/latentnerf/a_margarita,_rimming,_party_style@20251024-161547",latentnerf,1.9
"3dgcqa-4k/latentnerf/a_iced_tea,_cooling,_summer_style@20250917-214012",latentnerf,0.0
"3dgcqa-4k/latentnerf/a_Maine_Coon,_grooming,_fluffy_style@20251024-193656",latentnerf,0.5
"3dgcqa-4k/latentnerf/a_clay_tablet,_inscribing,_ancient_style@20250921-113900",latentnerf,2.5
"3dgcqa-4k/latentnerf/a_mug,_steaming,_pop_art_style@20250912-080610",latentnerf,2.7
"3dgcqa-4k/latentnerf/a_angle_grinder,_grinding,_industrial_style@20250921-084117",latentnerf,0.6
"3dgcqa-4k/latentnerf/a_pillow,_fluffing,_comfortable_style@20250912-142711",latentnerf,0.5
"3dgcqa-4k/magic3d-refine-sd_a/parasol,_opening,_elegant_style@20250920-143348",magic3d-refine-sd_a,0.5
"3dgcqa-4k/magic3d-refine-sd_a/bay_leaf,_simmering,_aromatic_style@20250923-130812",magic3d-refine-sd_a,3.0
"3dgcqa-4k/magic3d-refine-sd_a/ball,_bouncing,_surreal_style@20250921-163505",magic3d-refine-sd_a,0.4
"3dgcqa-4k/magic3d-refine-sd_a/coffee_cup,_steaming,_watercolor_style@20250920-101418",magic3d-refine-sd_a,1.5
"3dgcqa-4k/magic3d-refine-sd_a/LED_lamp,_illuminating,_bright_style@20250922-062917",magic3d-refine-sd_a,0.4
"3dgcqa-4k/magic3d-refine-sd_a/game_console,_gaming,_entertainment_style@20250922-171156",magic3d-refine-sd_a,3.2
"3dgcqa-4k/magic3d-refine-sd_a/crown,_shining,_fantasy_style@20250921-213810",magic3d-refine-sd_a,1.0
"3dgcqa-4k/magic3d-refine-sd_a/beagle,_sniffing,_active_style@20250923-122907",magic3d-refine-sd_a,3.6
"3dgcqa-4k/magic3d-refine-sd_a/ring,_enchanting,_mystical_style@20250922-120839",magic3d-refine-sd_a,0.0
"3dgcqa-4k/magic3d-refine-sd_a/turban,_wrapping,_traditional_style@20250920-101427",magic3d-refine-sd_a,2.7
"3dgcqa-4k/magic3d-refine-sd_a/toy_car,_zooming,_comic_style@20250921-152612",magic3d-refine-sd_a,4.3
"3dgcqa-4k/magic3d-refine-sd_a/play-dough,_molding,_creative_style@20250921-122614",magic3d-refine-sd_a,1.7
"3dgcqa-4k/magic3d-refine-sd_a/ancient_book,_opening,_literary_style@20250921-225335",magic3d-refine-sd_a,1.8
"3dgcqa-4k/magic3d-refine-sd_a/medallion,_shining,_ornate_style@20250922-191320",magic3d-refine-sd_a,1.7
"3dgcqa-4k/magic3d-refine-sd_a/pie,_slicing,_homemade_style@20250920-212335",magic3d-refine-sd_a,1.9
"3dgcqa-4k/magic3d-refine-sd_a/wasabi_root,_grating,_Japanese_style@20250923-030341",magic3d-refine-sd_a,3.0
"3dgcqa-4k/magic3d-refine-sd_a/lollipop,_licking,_colorful_style@20250921-172636",magic3d-refine-sd_a,3.8
"3dgcqa-4k/magic3d-refine-sd_a/handbag,_accessorizing,_stylish_style@20250921-005249",magic3d-refine-sd_a,3.6
"3dgcqa-4k/magic3d-refine-sd_a/ferret,_exploring,_playful_style@20250923-134704",magic3d-refine-sd_a,2.9
"3dgcqa-4k/magic3d-refine-sd_a/toy_boat,_sailing,_maritime_style@20250921-122251",magic3d-refine-sd_a,3.0
"3dgcqa-4k/magic3d-refine-sd_a/coriander_leaf,_garnishing,_vibrant_style@20250923-095127",magic3d-refine-sd_a,4.2
"3dgcqa-4k/magic3d-refine-sd_a/nutmeg,_grating,_spicy_style@20250922-085545",magic3d-refine-sd_a,2.8
"3dgcqa-4k/magic3d-refine-sd_a/figurine,_dancing,_anime_style@20250920-203605",magic3d-refine-sd_a,2.2
"3dgcqa-4k/magic3d-refine-sd_a/ancient_key,_turning,_mysterious_style@20250922-193503",magic3d-refine-sd_a,0.2
"3dgcqa-4k/magic3d-refine-sd_a/spade,_digging,_garden_style@20250922-032528",magic3d-refine-sd_a,1.8
"3dgcqa-4k/magic3d-refine-sd_a/cookie_jar,_opening,_nostalgic_style@20250923-193246",magic3d-refine-sd_a,0.9
"3dgcqa-4k/magic3d-refine-sd_a/iced_tea,_cooling,_summer_style@20250920-160311",magic3d-refine-sd_a,4.2
"3dgcqa-4k/magic3d-refine-sd_a/caulking_gun,_sealing,_precise_style@20250921-172042",magic3d-refine-sd_a,4.3
"3dgcqa-4k/magic3d-refine-sd_a/toy_drum,_banging,_rhythmic_style@20250920-143359",magic3d-refine-sd_a,1.8
"3dgcqa-4k/magic3d-refine-sd_a/building_blocks,_stacking,_colorful_style@20250921-073813",magic3d-refine-sd_a,0.8
"3dgcqa-4k/magic3d-refine-sd_a/glue_gun,_bonding,_crafty_style@20250922-034229",magic3d-refine-sd_a,1.3
"3dgcqa-4k/magic3d-refine-sd_a/dwarf_hamster,_scurrying,_tiny_style@20250922-170707",magic3d-refine-sd_a,3.8
"3dgcqa-4k/magic3d-refine-sd_a/crepe,_folding,_delicate_style@20250921-081515",magic3d-refine-sd_a,0.3
"3dgcqa-4k/magic3d-refine-sd_a/doll,_dancing,_anime_style@20250921-202829",magic3d-refine-sd_a,4.0
"3dgcqa-4k/magic3d-refine-sd_a/sandpaper,_sanding,_smooth_style@20250921-185428",magic3d-refine-sd_a,0.4
"3dgcqa-4k/magic3d-refine-sd_a/vase,_cracking,_antique_style@20250923-185206",magic3d-refine-sd_a,3.9
"3dgcqa-4k/magic3d-refine-sd_a/bolt_cutter,_cutting,_forceful_style@20250921-092543",magic3d-refine-sd_a,1.2
"3dgcqa-4k/magic3d-refine-sd_a/milkshake,_swirling,_retro_style@20250920-193129",magic3d-refine-sd_a,2.1
"3dgcqa-4k/magic3d-refine-sd_a/digital_camera,_capturing,_photography_style@20250923-065113",magic3d-refine-sd_a,2.6
"3dgcqa-4k/magic3d-refine-sd_a/panna_cotta,_garnishing,_smooth_style@20250923-045247",magic3d-refine-sd_a,2.3
"3dgcqa-4k/magic3d-refine-sd_a/remote_control_car,_racing,_fast-paced_style@20250920-143356",magic3d-refine-sd_a,2.1
"3dgcqa-4k/magic3d-refine-sd_a/fruit_tart,_arranging,_colorful_style@20250920-160313",magic3d-refine-sd_a,4.7
"3dgcqa-4k/magic3d-refine-sd_a/smoothie,_blending,_pop_art_style@20250920-101418",magic3d-refine-sd_a,0.9
"3dgcqa-4k/magic3d-refine-sd_a/hot_chocolate,_steaming,_digital_art_style@20250921-014121",magic3d-refine-sd_a,3.2
"3dgcqa-4k/magic3d-refine-sd_a/cookie,_crumbling,_doodle_style@20250921-065133",magic3d-refine-sd_a,2.0
"3dgcqa-4k/magic3d-refine-sd_a/chess_set,_strategizing,_classic_style@20250921-021545",magic3d-refine-sd_a,0.4
"3dgcqa-4k/magic3d-refine-sd_a/blender,_blending,_culinary_style@20250923-034007",magic3d-refine-sd_a,1.7
"3dgcqa-4k/magic3d-refine-sd_a/kite,_flying,_whimsical_style@20250921-065755",magic3d-refine-sd_a,0.5
"3dgcqa-4k/magic3d-refine-sd_a/smart_lock,_securing,_futuristic_style@20250922-065011",magic3d-refine-sd_a,1.1
"3dgcqa-4k/magic3d-refine-sd_a/sorbet,_freezing,_refreshing_style@20250922-024714",magic3d-refine-sd_a,2.6
"3dgcqa-4k/magic3d-refine-sd_a/saffron_thread,_blooming,_exotic_style@20250922-234334",magic3d-refine-sd_a,4.3
"3dgcqa-4k/magic3d-refine-sd_a/marshmallow,_toasting,_campfire_style@20250921-221955",magic3d-refine-sd_a,3.4
"3dgcqa-4k/magic3d-refine-sd_a/sock,_knitting,_homely_style@20250921-022156",magic3d-refine-sd_a,1.2
"3dgcqa-4k/magic3d-refine-sd_a/stocking,_hanging,_festive_style@20250921-011542",magic3d-refine-sd_a,2.7
"3dgcqa-4k/magic3d-refine-sd_a/turmeric_latte,_mixing,_golden_style@20250920-101418",magic3d-refine-sd_a,1.7
"3dgcqa-4k/magic3d-refine-sd_a/yoga_mat,_rolling,_zen_style@20250920-101427",magic3d-refine-sd_a,1.6
"3dgcqa-4k/magic3d-refine-sd_a/dill_weed,_sprinkling,_delicate_style@20250922-184158",magic3d-refine-sd_a,1.0
"3dgcqa-4k/magic3d-refine-sd_a/level,_balancing,_steampunk_style@20250922-225602",magic3d-refine-sd_a,0.0
"3dgcqa-4k/magic3d-refine-sd_a/level,_aligning,_accurate_style@20250921-222825",magic3d-refine-sd_a,0.3
"3dgcqa-4k/magic3d-refine-sd_a/teddy_bear,_cuddling,_timeless_style@20250921-023711",magic3d-refine-sd_a,4.3
"3dgcqa-4k/magic3d-refine-sd_a/curtain,_swaying,_victorian_style@20250923-113336",magic3d-refine-sd_a,0.6
"3dgcqa-4k/magic3d-refine-sd_a/kaleidoscope,_twisting,_colorful_style@20250923-183125",magic3d-refine-sd_a,0.4
"3dgcqa-4k/magic3d-refine-sd_a/siamese_fighting_fish,_swimming,_exotic_style@20250923-135049",magic3d-refine-sd_a,1.6
"3dgcqa-4k/magic3d-refine-sd_a/lantern,_illuminating,_vintage_style@20250921-022324",magic3d-refine-sd_a,4.3
"3dgcqa-4k/magic3d-refine-sd_a/spanner,_tightening,_mechanical_style@20250921-005131",magic3d-refine-sd_a,1.1
"3dgcqa-4k/magic3d-refine-sd_a/stuffed_animal,_cuddling,_plush_style@20250920-160321",magic3d-refine-sd_a,4.0
"3dgcqa-4k/magic3d-refine-sd_a/shovel,_digging,_outdoor_style@20250921-102813",magic3d-refine-sd_a,4.2
"3dgcqa-4k/magic3d-refine-sd_a/teddy_bear,_waving,_cartoon_style@20250921-102856",magic3d-refine-sd_a,3.7
"3dgcqa-4k/magic3d-refine-sd_a/butter_dish,_spreading,_classic_style@20250923-091339",magic3d-refine-sd_a,2.5
"3dgcqa-4k/magic3d-refine-sd_a/cortado,_sipping,_balanced_style@20250923-033439",magic3d-refine-sd_a,0.7
"3dgcqa-4k/magic3d-refine-sd_a/shawl,_weaving,_intricate_style@20250922-233959",magic3d-refine-sd_a,1.4
"3dgcqa-4k/magic3d-refine-sd_a/lemongrass_stalk,_steeping,_Thai_style@20250922-222623",magic3d-refine-sd_a,1.3
"3dgcqa-4k/magic3d-refine-sd_a/waffle,_topping,_Belgian_style@20250922-025418",magic3d-refine-sd_a,4.5
"3dgcqa-4k/magic3d-refine-sd_a/hatchet,_chopping,_rustic_style@20250921-165346",magic3d-refine-sd_a,3.5
"3dgcqa-4k/magic3d-refine-sd_a/cupcake,_decorating,_kawaii_style@20250920-201656",magic3d-refine-sd_a,2.4
"3dgcqa-4k/magic3d-refine-sd_a/gelatin,_setting,_jiggly_style@20250921-215831",magic3d-refine-sd_a,0.9
"3dgcqa-4k/magic3d-refine-sd_a/vice,_gripping,_workshop_style@20250922-074210",magic3d-refine-sd_a,3.0
"3dgcqa-4k/magic3d-refine-sd_a/beach_ball,_bouncing,_holiday_style@20250921-074249",magic3d-refine-sd_a,2.1
"3dgcqa-4k/magic3d-refine-sd_a/garden_gnome,_smiling,_whimsical_style@20250920-101417",magic3d-refine-sd_a,3.5
"3dgcqa-4k/magic3d-refine-sd_a/tablecloth,_spreading,_elegant_style@20250920-205801",magic3d-refine-sd_a,3.6
"3dgcqa-4k/magic3d-refine-sd_a/spirit_level,_leveling,_construction_style@20250922-123412",magic3d-refine-sd_a,1.3
"3dgcqa-4k/magic3d-refine-sd_a/baklava,_layering,_Middle_Eastern_style@20250921-065501",magic3d-refine-sd_a,4.4
"3dgcqa-4k/magic3d-refine-sd_a/dagger,_slicing,_heroic_style@20250922-164306",magic3d-refine-sd_a,0.7
"3dgcqa-4k/magic3d-refine-sd_a/scroll,_unrolling,_renaissance_style@20250923-012338",magic3d-refine-sd_a,3.0
"3dgcqa-4k/magic3d-refine-sd_a/blocks,_stacking,_Bauhaus_style@20250922-020739",magic3d-refine-sd_a,3.0
"3dgcqa-4k/magic3d-refine-sd_a/wool_sweater,_knitting,_handmade_style@20250923-103002",magic3d-refine-sd_a,2.6
"3dgcqa-4k/magic3d-refine-sd_a/pitcher,_overflowing,_cartoon_style@20250921-112729",magic3d-refine-sd_a,1.8
"3dgcqa-4k/magic3d-refine-sd_a/cupcake,_frosting,_celebratory_style@20250921-132300",magic3d-refine-sd_a,4.8
"3dgcqa-4k/magic3d-refine-sd_a/thai_iced_tea,_blending,_exotic_style@20250923-082440",magic3d-refine-sd_a,1.9
"3dgcqa-4k/magic3d-refine-sd_a/speaker,_blasting,_neon_style@20250923-140526",magic3d-refine-sd_a,0.5
"3dgcqa-4k/magic3d-refine-sd_a/ladder,_climbing,_high-reaching_style@20250921-141622",magic3d-refine-sd_a,0.0
"3dgcqa-4k/magic3d-refine-sd_a/VR_headset,_immersing,_futuristic_style@20250922-182213",magic3d-refine-sd_a,3.0
"3dgcqa-4k/magic3d-refine-sd_a/frisbee,_flying,_outdoor_style@20250921-171941",magic3d-refine-sd_a,1.5
"3dgcqa-4k/magic3d-refine-sd_a/star_anise,_floating,_aromatic_style@20250922-181530",magic3d-refine-sd_a,4.5
"3dgcqa-4k/magic3d-refine-sd_a/mousse,_whipping,_airy_style@20250921-081049",magic3d-refine-sd_a,0.7
"3dgcqa-4k/magic3d-refine-sd_a/urn,_sealing,_classical_style@20250920-101418",magic3d-refine-sd_a,0.5
"3dgcqa-4k/magic3d-refine-sd_a/root_beer,_foaming,_nostalgic_style@20250923-160147",magic3d-refine-sd_a,2.6
"3dgcqa-4k/magic3d-refine-sd_a/chive,_chopping,_garnish_style@20250923-021439",magic3d-refine-sd_a,2.6
"3dgcqa-4k/magic3d-refine-sd_a/tape,_measuring,_precise_style@20250920-160251",magic3d-refine-sd_a,3.9
"3dgcqa-4k/magic3d-refine-sd_a/air_purifier,_purifying,_clean_style@20250923-030302",magic3d-refine-sd_a,1.0
"3dgcqa-4k/magic3d-refine-sd_a/smartwatch,_notifying,_sleek_style@20250922-230042",magic3d-refine-sd_a,1.4
"3dgcqa-4k/magic3d-refine-sd_a/dalmatian,_spotted,_classic_style@20250923-084608",magic3d-refine-sd_a,0.0
"3dgcqa-4k/magic3d-refine-sd_a/fitness_tracker,_monitoring,_sporty_style@20250923-090042",magic3d-refine-sd_a,2.5
"3dgcqa-4k/magic3d-refine-sd_a/bubble_wand,_blowing,_fun_style@20250921-072218",magic3d-refine-sd_a,1.2
"3dgcqa-4k/magic3d-refine-sd_a/plunger,_plunging,_household_style@20250922-173420",magic3d-refine-sd_a,4.0
"3dgcqa-4k/magic3d-refine-sd_a/saffron_thread,_steeping,_luxurious_style@20250922-181624",magic3d-refine-sd_a,3.0
"3dgcqa-4k/magic3d-refine-sd_a/hair_dryer,_blowing,_salon_style@20250923-020023",magic3d-refine-sd_a,1.8
"3dgcqa-4k/magic3d-refine-sd_a/soldering_iron,_welding,_delicate_style@20250921-215748",magic3d-refine-sd_a,0.0
"3dgcqa-4k/magic3d-refine-sd_a/fidget_spinner,_spinning,_trendy_style@20250921-130237",magic3d-refine-sd_a,1.1
"3dgcqa-4k/magic3d-refine-sd_a/e-book_reader,_page-turning,_literary_style@20250921-211256",magic3d-refine-sd_a,2.8
"3dgcqa-4k/magic3d-refine-sd_a/saw,_cutting,_isometric_style@20250922-161842",magic3d-refine-sd_a,3.6
"3dgcqa-4k/magic3d-refine-sd_a/matcha_latte,_whisking,_zen_style@20250923-191317",magic3d-refine-sd_a,0.2
"3dgcqa-4k/magic3d-refine-sd_a/scarf,_fluttering,_boho_style@20250923-060148",magic3d-refine-sd_a,4.1
"3dgcqa-4k/magic3d-refine-sd_a/hot_cider,_mulling,_festive_style@20250923-111538",magic3d-refine-sd_a,1.7
"3dgcqa-4k/magic3d-refine-sd_a/stuffed_bunny,_cuddling,_kawaii_style@20250921-073213",magic3d-refine-sd_a,2.3
"3dgcqa-4k/magic3d-refine-sd_a/toy_soldier,_marching,_military_style@20250921-125934",magic3d-refine-sd_a,4.2
"3dgcqa-4k/magic3d-refine-sd_a/shield,_blocking,_steampunk_style@20250921-162801",magic3d-refine-sd_a,0.0
"3dgcqa-4k/magic3d-refine-sd_a/truffle,_coating,_decadent_style@20250921-023653",magic3d-refine-sd_a,2.0
"3dgcqa-4k/magic3d-refine-sd_a/action_figure,_posing,_heroic_style@20250921-024626",magic3d-refine-sd_a,2.1
"3dgcqa-4k/magic3d-refine-sd_a/beanie,_knitting,_urban_style@20250920-195621",magic3d-refine-sd_a,3.8
"3dgcqa-4k/magic3d-refine-sd_a/drone,_flying,_high-tech_style@20250922-131649",magic3d-refine-sd_a,3.3
"3dgcqa-4k/magic3d-refine-sd_a/pavlova,_topping,_fluffy_style@20250921-163312",magic3d-refine-sd_a,2.0
"3dgcqa-4k/magic3d-refine-sd_a/kitten,_playing,_playful_style@20250923-173130",magic3d-refine-sd_a,4.2
"3dgcqa-4k/magic3d-refine-sd_a/chihuahua,_barking,_tiny_style@20250923-134450",magic3d-refine-sd_a,2.1
"3dgcqa-4k/magic3d-refine-sd_a/cappuccino,_frothing,_Italian_style@20250920-205403",magic3d-refine-sd_a,0.0
"3dgcqa-4k/magic3d-refine-sd_a/wrench,_turning,_vintage_style@20250922-212144",magic3d-refine-sd_a,4.7
"3dgcqa-4k/magic3d-refine-sd_a/jar,_opening,_retro_style@20250921-013317",magic3d-refine-sd_a,0.0
"3dgcqa-4k/magic3d-refine-sd_a/camera,_flashing,_realistic_style@20250923-170256",magic3d-refine-sd_a,0.9
"3dgcqa-4k/magic3d-refine-sd_a/peppermint,_cooling,_refreshing_style@20250922-075933",magic3d-refine-sd_a,4.0
"3dgcqa-4k/magic3d-refine-sd_a/doughnut,_sprinkling,_playful_style@20250921-222609",magic3d-refine-sd_a,2.7
"3dgcqa-4k/magic3d-refine-sd_a/balloon,_inflating,_festive_style@20250920-101418",magic3d-refine-sd_a,2.2
"3dgcqa-4k/magic3d-refine-sd_a/hand_saw,_sawing,_traditional_style@20250921-064205",magic3d-refine-sd_a,3.3
"3dgcqa-4k/magic3d-refine-sd_a/clamp,_securing,_sturdy_style@20250922-082320",magic3d-refine-sd_a,4.7
"3dgcqa-4k/magic3d-refine-sd_a/teapot,_pouring,_abstract_style@20250920-101418",magic3d-refine-sd_a,0.4
"3dgcqa-4k/magic3d-refine-sd_a/robot_vacuum,_cleaning,_automated_style@20250922-120807",magic3d-refine-sd_a,1.6
"3dgcqa-4k/magic3d-refine-sd_a/thermostat,_adjusting,_modern_style@20250922-172831",magic3d-refine-sd_a,0.4
"3dgcqa-4k/magic3d-refine-sd_a/macaron,_stacking,_chic_style@20250921-121830",magic3d-refine-sd_a,4.3
"3dgcqa-4k/magic3d-refine-sd_a/fudge,_cutting,_rich_style@20250921-120931",magic3d-refine-sd_a,4.0
"3dgcqa-4k/magic3d-refine-sd_a/goldfish,_floating,_serene_style@20250923-172841",magic3d-refine-sd_a,3.6
"3dgcqa-4k/magic3d-refine-sd_a/tureen,_serving,_grand_style@20250923-135730",magic3d-refine-sd_a,1.9
"3dgcqa-4k/magic3d-refine-sd_a/smartphone,_ringing,_futuristic_style@20250923-065641",magic3d-refine-sd_a,0.8
"3dgcqa-4k/magic3d-refine-sd_a/compass,_pointing,_adventure_style@20250920-212405",magic3d-refine-sd_a,0.6
"3dgcqa-4k/magic3d-refine-sd_a/inkwell,_dipping,_classic_style@20250923-085513",magic3d-refine-sd_a,0.7
"3dgcqa-4k/magic3d-refine-sd_a/screwdriver,_twisting,_blueprint_style@20250922-111915",magic3d-refine-sd_a,0.5
"3dgcqa-4k/magic3d-refine-sd_a/cannoli,_stuffing,_ricotta_style@20250921-114704",magic3d-refine-sd_a,1.0
